# [FABLE-5] sq-iwulr GOLDEN truth-table: simple-features predicates (function\ta\tb\ttrue|false)
# Captured OFFLINE by bench/geo/function-golden/capture.py — DO NOT regenerate in CI.
# Oracle: GEOS 3.13.1 via shapely 2.1.2 (planar/Cartesian over lon-lat coordinates, CRS84).
# Captured: 2026-07-12
sfEquals	pt_a	pt_a	true
sfEquals	pt_a	pt_far	false
sfEquals	pt_a	pt_edge	false
sfEquals	pt_a	pt_corner	false
sfEquals	pt_a	line_diag	false
sfEquals	pt_a	line_horiz	false
sfEquals	pt_a	line_vert	false
sfEquals	pt_a	line_edge	false
sfEquals	pt_a	line_far	false
sfEquals	pt_a	sq_big	false
sfEquals	pt_a	sq_small	false
sfEquals	pt_a	sq_overlap	false
sfEquals	pt_a	sq_touch	false
sfEquals	pt_a	sq_corner	false
sfEquals	pt_a	sq_far	false
sfEquals	pt_a	sq_equal	false
sfEquals	pt_a	poly_hole	false
sfEquals	pt_a	mpt	false
sfEquals	pt_a	mline	false
sfEquals	pt_a	mpoly	false
sfEquals	pt_far	pt_a	false
sfEquals	pt_far	pt_far	true
sfEquals	pt_far	pt_edge	false
sfEquals	pt_far	pt_corner	false
sfEquals	pt_far	line_diag	false
sfEquals	pt_far	line_horiz	false
sfEquals	pt_far	line_vert	false
sfEquals	pt_far	line_edge	false
sfEquals	pt_far	line_far	false
sfEquals	pt_far	sq_big	false
sfEquals	pt_far	sq_small	false
sfEquals	pt_far	sq_overlap	false
sfEquals	pt_far	sq_touch	false
sfEquals	pt_far	sq_corner	false
sfEquals	pt_far	sq_far	false
sfEquals	pt_far	sq_equal	false
sfEquals	pt_far	poly_hole	false
sfEquals	pt_far	mpt	false
sfEquals	pt_far	mline	false
sfEquals	pt_far	mpoly	false
sfEquals	pt_edge	pt_a	false
sfEquals	pt_edge	pt_far	false
sfEquals	pt_edge	pt_edge	true
sfEquals	pt_edge	pt_corner	false
sfEquals	pt_edge	line_diag	false
sfEquals	pt_edge	line_horiz	false
sfEquals	pt_edge	line_vert	false
sfEquals	pt_edge	line_edge	false
sfEquals	pt_edge	line_far	false
sfEquals	pt_edge	sq_big	false
sfEquals	pt_edge	sq_small	false
sfEquals	pt_edge	sq_overlap	false
sfEquals	pt_edge	sq_touch	false
sfEquals	pt_edge	sq_corner	false
sfEquals	pt_edge	sq_far	false
sfEquals	pt_edge	sq_equal	false
sfEquals	pt_edge	poly_hole	false
sfEquals	pt_edge	mpt	false
sfEquals	pt_edge	mline	false
sfEquals	pt_edge	mpoly	false
sfEquals	pt_corner	pt_a	false
sfEquals	pt_corner	pt_far	false
sfEquals	pt_corner	pt_edge	false
sfEquals	pt_corner	pt_corner	true
sfEquals	pt_corner	line_diag	false
sfEquals	pt_corner	line_horiz	false
sfEquals	pt_corner	line_vert	false
sfEquals	pt_corner	line_edge	false
sfEquals	pt_corner	line_far	false
sfEquals	pt_corner	sq_big	false
sfEquals	pt_corner	sq_small	false
sfEquals	pt_corner	sq_overlap	false
sfEquals	pt_corner	sq_touch	false
sfEquals	pt_corner	sq_corner	false
sfEquals	pt_corner	sq_far	false
sfEquals	pt_corner	sq_equal	false
sfEquals	pt_corner	poly_hole	false
sfEquals	pt_corner	mpt	false
sfEquals	pt_corner	mline	false
sfEquals	pt_corner	mpoly	false
sfEquals	line_diag	pt_a	false
sfEquals	line_diag	pt_far	false
sfEquals	line_diag	pt_edge	false
sfEquals	line_diag	pt_corner	false
sfEquals	line_diag	line_diag	true
sfEquals	line_diag	line_horiz	false
sfEquals	line_diag	line_vert	false
sfEquals	line_diag	line_edge	false
sfEquals	line_diag	line_far	false
sfEquals	line_diag	sq_big	false
sfEquals	line_diag	sq_small	false
sfEquals	line_diag	sq_overlap	false
sfEquals	line_diag	sq_touch	false
sfEquals	line_diag	sq_corner	false
sfEquals	line_diag	sq_far	false
sfEquals	line_diag	sq_equal	false
sfEquals	line_diag	poly_hole	false
sfEquals	line_diag	mpt	false
sfEquals	line_diag	mline	false
sfEquals	line_diag	mpoly	false
sfEquals	line_horiz	pt_a	false
sfEquals	line_horiz	pt_far	false
sfEquals	line_horiz	pt_edge	false
sfEquals	line_horiz	pt_corner	false
sfEquals	line_horiz	line_diag	false
sfEquals	line_horiz	line_horiz	true
sfEquals	line_horiz	line_vert	false
sfEquals	line_horiz	line_edge	false
sfEquals	line_horiz	line_far	false
